vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
1951-1952,713,NOAUTHOR,NA,Как самому сделать электрический лобзик,Из опыта работы авиамодельного кружка станции юных техников г. Коломны Московской области,NA,NA,Ростов н/Д,Акад. пед. наук СССР,1951,Министерство путей сообщения,NA,200,NA,NA
1951-1952,714,NOAUTHOR,NA,Как собирать коллекции растений и мелких животных,NA,NA,NA,Ташкент,Акад. пед. наук СССР,1952,Центральная детская экскурсионно-туристская станция Министерства просвещения Узбекской ССР,NA,3500,NA,NA
1951-1952,715,NOAUTHOR,NA,Как составить карту похода,NA,NA,NA,Ташкент,Акад. пед. наук СССР,1952,Центральная детская экскурсионно-туристская станция Министерства просвещения Узбекской ССР,NA,3500,NA,NA
1951-1952,744,NOAUTHOR,NA,Картинное лото. (В помощь изучению русского языка.) Серия 1,NA,Составил проф. В. М. Чистяков. Рисунки Н. В. Фидлера.,NA,М.; Л.,Детгиз,1952,Школьная библиотека для нерусских школ,NA,30000,7.1,NA
1951-1952,792,"Колганов, Д. И.",КолгановДИ,Юный рыболов,NA,Изд. 3-е.,NA,М.,Огиз—Молодая гвардия,1951,NA,64,50000,0.5,NA
1951-1952,798,"Колосков, А.",КолосковА,Маяковский,Биография великого поэта и гражданина Советского Союза. С фотоиллюстрациями,Оформление Б. Стариса.,NA,М.; Л.,Детгиз,1951,NA,223,30000,7,NA
1951-1952,801,NOAUTHOR,NA,Комнатная модель самолета с резиновым мотором,NA,NA,NA,Киев,Радянська школа,1952,Министерство просвещения УССР. Республиканская станция юных техников. В помощь юному технику,NA,13000,NA,NA
1951-1952,802,"Комовский, А. Г.",КомовскийАГ,Спутник юного туриста,NA,NA,NA,М.,Учпедгиз,1952,Управление школ Министерства просвещения РСФСР,91,50000,1.2,NA
1951-1952,814,"Коробков, Гавриил",КоробковГ,Почетный значок,Школьникам о значке БГТО,NA,NA,М.,Физкультура и спорт,1951,NA,94,50000,1.65,NA
1951-1952,815,NOAUTHOR,NA,Коробчатый воздушный змей,NA,NA,NA,Ростов н/Д,Ростовское областное изд-во,1952,Ростовская областная станция юных техников. Дорожная станция юных техников СКЖДЗаочный клуб юных авиамоделистов. Занятие 5,NA,2000,NA,NA
1951-1952,828,"Корсунская, В.",КорсунскаяВМ,Из жизни растений,NA,Иллюстр. Л. Милорадович.,NA,М.; Л.,Детгиз,1951,В помощь школьнику,80,30000,2.7,NA
1951-1952,843,NOAUTHOR,NA,Костер,Альманах для детей,Обложка Б. Бланка. Форзац В. Уман-ца. Редактор Н. Забила.,NA,Харьков,Харьковское книжно-газетное изд-во,1951,NA,277,30000,15,NA
1951-1952,849,"Кочетова, Р.; Никифоров, И.; Константинов, В.",КочетоваР,Сделай сам,Рисунки для выпиливания,NA,NA,М.,Росгизместпром,1951,Умелые руки,25,50000,2,NA
1951-1952,849,"Кочетова, Р.; Никифоров, И.; Константинов, В.",НикифоровИ,Сделай сам,Рисунки для выпиливания,NA,NA,М.,Росгизместпром,1951,Умелые руки,25,50000,2,NA
