vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
1918-1931,7575,NOAUTHOR,NA,ПОД ГНЕТОМ,Сборник,Под ред. Н. Богданова. Рис. С. Герасимова. М.,NA,Л.,Гиз,1927,Новая детская библиотека,189,7000,1,NA
1918-1931,7576,NOAUTHOR,NA,ПОДГОТОВКА ПИОНЕРА К ХИМИЧЕСКОЙ ВОЙНЕ,NA,NA,NA,М.,Моск. губ. пионер-кабинет,1928,NA,7,1000,NA,NA
1918-1931,7578,NOAUTHOR,NA,ПОДКОРМИ ПТИЦ ЗИМОЙ,О проведении осеннего и зимнего «дня птиц»,NA,NA,М.,МОНО,1928,Моск. бюро юных натуралистов,16,3000,0.7,NA
1918-1931,7580,"Подпольный, Н.",ПодпольныйН,На кожевенном заводе,NA,NA,NA,Архангельск,Гиз — Сев. краев. отд-ние,1930,Библиотека школьника Сев. края,95,5000,0.35,NA
1918-1931,7581,"Подпольный, Н.",ПодпольныйН,Путешествие северной сосны за границу,NA,NA,NA,Архангельск,Гиз — Сев. краев. отд-ние,1931,"Сев. краев, библиотека школьника",36,5000,0.3,NA
1918-1931,7583,"Подсотский, К. И.",ПодсотскийКИ,Пионеру о Красной армии,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1926,Беседы у костра,63,15000,0.18,NA
1918-1931,7584,"Подсотский, К. И.",ПодсотскийКИ,Учеба и быт Красной армии,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1926,Библиотека рабочей молодежи,48,10000,0.2,NA
1918-1931,7585,"Подугольников, М.",ПодугольниковМ,К весенней работе юннатов,"От Крайбюро юннатов. Директивы крайоно и крайкома ВЛКСМ. Поход за урожай, «день птиц», «день леса»",NA,NA,Саратов,изд. Н.-Волжск. крайоно,1929,"Н.-Волжск. краев, отд. народи, образ. Краевое бюро юных натуралистов",30,1000,0.2,NA
1918-1931,7586,"Подъяпольская, А. А.",ПодъяпольскаяАА,Что и как делать изо льда на зимней площадке,NA,NA,NA,М.; Л.,Нарком-прос РСФСР—Главсоцвос и Гиз,1930,Воспитаем здоровую молодежь,48,5000,0.35,NA
1918-1931,7587,"Подъяпольский, Н. Н.",ПодъяпольскийНН,Сельскохозяйственный труд на летней площадке,NA,Изд. 2-е,NA,М.; Л.,Нарком-прос РСФСР—Главсоцвос и Гиз,1930,Воспитаем здоровую молодежь,44,10000,0.3,NA
1918-1931,7588,NOAUTHOR,NA,ПОЕЗЖАЙ—ПОГОНЯЙ,NA,Рис. Е.,NA,Одесса,Светоч,1927,NA,10,5000,0.9,NA
1918-1931,7589,NOAUTHOR,NA,ПОЕЗЖАЙ—ПОГОНЯЙ,NA,Рис. Е. X,NA,Одесса,Светоч,1927,NA,10,20000,0.9,NA
1918-1931,7591,NOAUTHOR,NA,ПОЖАРНЫЙ ПИОНЕРУ,NA,Сост. А. Язвицкий.,NA,М.,Наркомвнудел РСФСР,1929,Центр. пожарн. отд. НКВД МУПО и Росгосстрах,8,30000,0.2,NA
1918-1931,7603,"Пожарский, П. Ц.",ПожарскийПЦ,Бунтовщик из вашего чайника,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1925,Библиотека юного пионера. Научно-производственная серия,28,10000,0.17,NA
1918-1931,7604,"Пожарский, П. Ц.",ПожарскийПЦ,От руды до машины,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1925,Библиотека юного пионера. Научно-производственная серия,41,10000,0.18,NA
1918-1931,7605,"Пожарский, П. Ц.",ПожарскийПЦ,Пути сообщения большого города,NA,NA,NA,Харьков,Пролетарий,1926,Серия производственных рассказов для юного пионера,55,5000,0.3,NA
1918-1931,7606,"Пожарский, П. Ц.",ПожарскийПЦ,Что такое Волховстрой,NA,NA,NA,М.,Новая Москва,1925,Библиотека юного пионера. Труд-победитель,45,12000,0.4,NA
1918-1931,7610,"Покровский, А.",ПокровскийА,Крест,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,40,25000,0.15,NA
1918-1931,7646,"Поленова, Е.",ПоленоваЕ,Приключения укротительницы,NA,Рис. Л. А. Бруни.,NA,М.; Л.,Гиз,1930,NA,32,10000,0.3,NA
1918-1931,7687,"Полоцкий, С.; Криммер, А.",КриммерА,Порт,NA,Рис. Э. Криммера.,NA,Л.,Радуга,1926,NA,8,8000,0.75,NA
1918-1931,7689,"Полтавский, С.",ПолтавскийС,Детки-разноцветки,NA,Рис. С. Чехонина.,NA,М.,ЗИФ,1927,NA,10,10000,0.8,NA
1918-1931,7690,NOAUTHOR,NA,"ПО ЛУГАМ, ПО ЛЕСАМ",NA,NA,NA,М.,I. Кнебель,1918,NA,10,10000,NA,NA
1918-1931,7691,"Полумордвинов, Э.; Кутателадзе, А.",ПолумордвиновЭ,Марганец,NA,Рис. А. Кутателадзе.,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,38,10000,0.2,NA
1918-1931,7691,"Полумордвинов, Э.; Кутателадзе, А.",КутателадзеА,Марганец,NA,Рис. А. Кутателадзе.,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,38,10000,0.2,NA
1918-1931,7694,Поль-Гри,Поль-Гри,Для детей веселый сказ — нет зверей теперь средь нас,NA,Рис. автора.,NA,П.,изд. Научн.-технич. отд. БСНХ,1923,NA,7,3000,NA,NA
1918-1931,7695,"Поляков, И. М.",ПоляковИМ,Происхождение животных и растений,Чему учит Чарльз Дарвин,NA,NA,Харьков,IИУ,1925,Библиотека юного спартака-ленинца,77,5000,0.35,NA
1918-1931,7696,"Поляксвский, М. Л.; Быков, И.",ПоляксвскийМЛ,С букварем у шляков,Сахалинские дневники ликвидатора неграмотности,NA,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,72,10000,0.4,NA
1918-1931,7696,"Поляксвский, М. Л.; Быков, И.",БыковИ,С букварем у шляков,Сахалинские дневники ликвидатора неграмотности,NA,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,72,10000,0.4,NA
1918-1931,7700,"Полянский, И. И. [проф.]",ПолянскийИИ,Юным натуралистам,Помощь при первоначальном знакомстве с природой,NA,NA,Л.,Брокгауз-Ефрон,1925,NA,160,8000,1.2,NA
1918-1931,7705,NOAUTHOR,NA,ПО-НОВОМУ — П0-БОЕВОМУ,Рапорт пионерии Ивановской промышл. обл. I всесоюз. слету щных пионеров,NA,NA,Ив.-Вознесенск,изд. облбюро ЦК ВЛКСМ,1929,Облбюро ДКО Ивановск. промышл. обл. при оргбюро ЦК ВЛКСМ,84,10000,0.1,NA
1918-1931,7709,"Попов, А. В.",ПоповАВ,Пионерам о воздушнохимической обороне,Пособие для вожатых пионеро в,NA,NA,М.; Л.,Огиз—Молодая гвардия,1928,NA,70,7000,0.5,NA
1918-1931,7711,"Попова, Н. И.; Попова, Т.",ПоповаНИ,Как живет и как изменяется наша земля,NA,NA,NA,М.; Л.,Гиз,1929,Библиотека школьника,159,10000,0.6,NA
1918-1931,7712,"Попов, Н.",ПоповН,Птицы и птички,NA,Рис. ав-тора.,NA,Киев,Культура,1930,NA,12,45000,0.9,NA
1918-1931,7713,"Попов, С. Н.",ПоповСН,Лампочка Ильича на Северном Кавказе,NA,NA,NA,Ростов-Дон,Северный Кавказ,1931,Краев. научно-попул. библиотека,45,8000,0.25,NA
1918-1931,7714,"Попова, Е.",ПоповаЕН,Первая революция (1905.),NA,NA,NA,М.,Новая Москва,1926,Библиотека юного пионера. Беседы старого большевика,67,10000,0.2,NA
1918-1931,7715,"Попова, Л.",ПоповаЛидия,Весна,Картинки,NA,NA,М.,Гиз,1929,NA,15,15000,0.5,NA
1918-1931,7716,"Попова, Л.",ПоповаЛидия,Шры в шар,Книжка-картинка,NA,NA,М.,Огиз—Молодая гвардия,1931,NA,16,20000,0.25,NA
1918-1931,7717,"Попова, Л.",ПоповаЛидия,Лакомки,Картинки,NA,NA,М.,Гиз,1930,NA,11,10000,0.45,NA
1918-1931,7718,"Попова, Л.",ПоповаЛидия,Поехали,NA,NA,NA,М.; Л.,Гиз,1930,NA,16,20000,0.45,NA
1918-1931,7719,"Попова, Л. А.",ПоповаЛА,По фарфоровому заводу,NA,NA,NA,Л.; М.,Работник просвещения,1930,Школьно-краеведч. библиотека по отдельным районам СССР. Ленинградская область,91,8070,0.75,NA
1918-1931,7721,"Порет, А.",ПоретА,Дети Индии,NA,NA,NA,М.; Л.,Гиз,1930,NA,12,23000,0.22,NA
1918-1931,7722,"Порет, А.",ПоретА,Как победила революция,NA,NA,NA,М.; Л.,Гиз,1930,NA,15,20000,0.4,NA
1918-1931,7723,"Порет, А.",ПоретА,Как победила революция,NA,Изд. 2-е,NA,М.; Л.,Гиз,1930,NA,16,15000,0.4,NA
1918-1931,7724,"Порет, А.",ПоретА,Как победила революция,NA,Изд. 3-е,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,16,30000,0.4,NA
1918-1931,7726,"Поспелова, Н.",ПоспеловаН,Дети народностей,Лото-квартет,Рис. Б. Покровского.,NA,М.,Гиз,1931,Настольные игры,9,10000,0.35,NA
1918-1931,7727,"Поспелова, Н.",ПоспеловаН,Играют и работают,Лото малышам,Рис. К. Козловой.,NA,М.,Гиз,1930,Настольные игры,9,10000,0.35,NA
1918-1931,7728,"Поспелова, Н.",ПоспеловаН,Лото,Кто чем работает,Рис. Ф. Кондратова.,NA,М.,Гиз,1931,Настольные игры,10,10000,0.35,NA
1918-1931,7735,"Постников, С.; Искров, Л.",ИскровЛЕ,Альбом моделей и самоделок,NA,NA,NA,М.,Огиз—Молодая гвардия,1930,NA,38,25100,0.25,NA
1918-1931,7736,"Постников, С.; Искров, Л.",ИскровЛЕ,Альбом моделей и самоделок,NA,Изд. 2-е,NA,М.,Огиз—Молодая гвардия,1931,NA,64,30000,0.25,NA
1918-1931,7737,NOAUTHOR,NA,ПОСТРОЙКА ЖЕЛЕЗНОЙ ДОРОГИ,NA,Рис. Б. Крюкова.,NA,Киев,Культура,1931,NA,12,60000,0.12,NA
1918-1931,7738,"Потапенко, Г. И.",ПотапенкоГИ,Семя и его жизнь,NA,NA,NA,М.,Знамя,1925,NA,32,10000,0.12,NA
1918-1931,7740,"Потапов, И.",ПотаповИ,Как читать книжку и газету,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1926,Как работать пионеру. Беседы вожатого,32,50000,NA,NA
1918-1931,7741,"Потапов, И.",ПотаповИ,Стенная газета и деткоры,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1926,Как работать пионеру. Беседы вожатого,28,50000,NA,NA
1918-1931,7745,NOAUTHOR,NA,ПОТЕШНОЕ ЗВЕРЬЕ,Стишки для малышей,Рис. С. Гольдмана.,NA,Одесса,Светоч,1927,NA,10,10000,0.15,NA
1918-1931,7746,NOAUTHOR,NA,ПОТЕШНОЕ ЗВЕРЬЕ,Стишки для малышей,Рис. С. Гольдмана.,NA,Одесса,Светоч,1927,NA,10,20000,0.15,NA
1918-1931,7747,NOAUTHOR,NA,ПОТЕШНОЕ ЗВЕРЬЕ,Стишки для малышей,Рис. С. Гольдмана.,NA,Одесса,Светоч,1927,NA,12,30000,0.15,NA
1918-1931,7749,NOAUTHOR,NA,ПОХОЖДЕНИЯ ВЕЛИКАНА ГАРГАНТЮА,NA,NA,NA,М.,И. Д. Сытин,1918,NA,20,10000,NA,NA
1918-1931,7752,"Правдин, Л. Н.",ПравдинЛН,Бои за трактор,Школа в походе за утильсырьем,Рис. Т. Юсупова.,NA,Самара,Работник просвещения,1930,NA,43,10000,0.2,NA
1918-1931,7753,"Правдин, Л. Н.",ПравдинЛН,Друзья машин,NA,NA,NA,Москва; Самара,Гиз — Средневолжск. отд-ние,1930,NA,40,5000,0.25,NA
1918-1931,7765,NOAUTHOR,NA,ПРАЗДНИК ОКТЯБРЯ В ПИОНЕРСКОМ КЛУБЕ,NA,"Сост. Мосбюро юных пионеров,.",NA,М.,Новая Москва,1924,Библиотека юного пионера,119,7000,0.35,NA
1918-1931,7766,"Преображенский, В.",ПреображенскийВ,Пионерам о 1 Мае (1891—1925),NA,Рис. Третьякова и Гасси-левского. Гравюры на линолеуме Я. Баксан-ского.,NA,Орел,Красная книга,1925,NA,14,5000,0.45,NA
1918-1931,7767,"Преображенский, Е.",ПреображенскийЕ,Малявки,NA,"Рис, К. Козловой.",NA,М.; Л.,Гиз,1927,Новая детская библиотека,32,10000,0.5,NA
1918-1931,7786,NOAUTHOR,NA,ПРИБАУТКИ,NA,Под ред. Н. Д. Бар-трама. Рис. Н. Лемана.,NA,М.,Русск. театр. о-во,1923,NA,8,8000,0.5,NA
1918-1931,7787,"Привалова, Е.; Халтурин, И.",ПриваловаЕ,Что мне читать? Указатель литературы,NA,NA,NA,Л.,Прибой,1928,NA,18,5000,0.85,NA
1918-1931,7787,"Привалова, Е.; Халтурин, И.",ХалтуринИ,Что мне читать? Указатель литературы,NA,NA,NA,Л.,Прибой,1928,NA,18,5000,0.85,NA
1918-1931,7792,NOAUTHOR,NA,ПРИКЛЮЧЕНИЯ АВИАТОРА ТИМЫ,NA,NA,NA,М.,Мосполиграф,1928,Беспл. приложение к журн. «Друг детей»,16,15000,NA,NA
1918-1931,7793,NOAUTHOR,NA,"ПРИКЛЮЧЕНИЯ АРМИНИЯ ВАМБЕРИ, описанные им самим",NA,Ред. и послесловие В. Трени а и Н. Харджиева. Рис. Л. Квят-ковского.,NA,М.,Огиз—Молодая гвардия,1931,NA,192,10000,1.15,NA
1918-1931,7794,NOAUTHOR,NA,ПРИКЛЮЧЕНИЯ В ГОРАХ И НА РАВНИНАХ,Сборник paccказов под ред. А. Насимовича. Рис: С. Купреяновой,NA,NA,М.; Л.,Книга,1925,Библиотека «Молодой России»,154,4000,1,NA
1918-1931,7795,NOAUTHOR,NA,ПРИКЛЮЧЕНИЯ В ГОРАХ И НА РАВНИНАХ,Сборник paccказов под ред. А. Насимовича. Рис: С. Купреяновой,Рис. Соколова-Аси. Изд. 2-е,NA,М.,Г. Ф. Мириманов,1928,Библиотека школьника,152,10000,1,NA
1918-1931,7797,NOAUTHOR,NA,ПРИКЛЮЧЕНИЯ КОЛИ,NA,NA,NA,Одесса,БИП,1928,NA,4,10000,0.6,NA
1918-1931,7798,NOAUTHOR,NA,ПРИКЛЮЧЕНИЯ РОБИНЗОНА КРУЗО,По Даниэлю Дефо,NA,NA,М.,И. Д. Сытин,1923,NA,20,14000,NA,NA
1918-1931,7802,"Приходько, В.",ПриходькоВ,В цех к станку,"База ЮП. при обувной - фабрике им. Микояна, в Ростове на Дону",NA,NA,М.,Огиз—Молодая гвардия,1930,Библиотека пионера-активиста «Жемчужины опыта»,16,20155,0.5,NA
1918-1931,7812,NOAUTHOR,NA,ПРИЯТЕЛИ И НЕПРИЯТЕЛИ,NA,NA,NA,М.,И. Д. Сытин,1918,NA,14,10000,NA,NA
1918-1931,7814,NOAUTHOR,NA,ПРО ВСЯКОЕ РАЗНОЕ,Книжку написали сами читатели и дёткоры «Дружных ребят». Рис; гравюры на дереве Загржевской,NA,NA,М.,Крестьянская газета,1930,Библиотека «Дружные ребята»,32,30000,0.8,NA
1918-1931,7815,NOAUTHOR,NA,ПРОГРАММА ГОРОДСКОГО КРУЖКА ПЕРВОЙ ПОМОЩИ ПИОНЕРОВ И ШКОЛЬНИКОВ,Проект,NA,NA,М.,Акад. пед. наук СССР,1931,Центр. к-т о-ва Красн. креста РСФСР,6,5000,NA,NA
1918-1931,7816,NOAUTHOR,NA,ПРОГРАММА ДЕЙСТВИЯ,Пионеру о новых законах,NA,NA,Ульяновск,"изд. Ульяновск, окрбюро ДКО при ОК ВЛКСМ",1929,NA,8,1000,NA,NA
1918-1931,7817,NOAUTHOR,NA,ПРОГРАММА ДЕЙСТВИЙ ЮП,NA,NA,NA,Ульяновск,изд. Володарского райбюро ДКО ЮП при райкоме ВЛКСМ,1931,NA,14,300,NA,NA
1918-1931,7818,NOAUTHOR,NA,ПРОГРАММА ЗАНЯТИЙ ПИОНЕРСКОЙ САНДРУЖИНЫ,NA,NA,NA,М.; Л.,Огиз—Гос-педиздат,1931,О-во Красн. креста РСФСР. Центр. к-т,16,10000,0.3,NA
1918-1931,7819,NOAUTHOR,NA,ПРОГРАММА КРУЖКА ПЕРВОЙ ПОМОЩИ ПИОНЕРОВ И ШКОЛЬНИКОВ В КОЛХОЗЕ и СОВХОЗЕ,NA,NA,NA,М.; Л.,Огиз—Гос-педиздат,1931,О-во Красн. креста РСФСР. Центр. к-т,16,20000,0.3,NA
1918-1931,7820,NOAUTHOR,NA,ПРОГРАММА НАБЛЮДЕНИЙ НАД АМБАРНЫМ ДОЛГОНОСИКОМ,NA,NA,NA,М.,Центр. бюро юных натуралистов,1928,NA,11,1000,NA,NA
1918-1931,7821,NOAUTHOR,NA,ПРОГРАММА НАБЛЮДЕНИЙ НАД КАПУСТНОЙ БЕЛЯНКОЙ,Работа кружка юных натуралистов по из^^нию боярышницы я златогубки,NA,NA,М.,Акад. пед. наук СССР,1928,NA,26,1000,NA,NA
1918-1931,7822,NOAUTHOR,NA,ПРОГРАММЫ ПО ЮННАТСКОЙ РАБОТЕ,NA,NA,NA,Ростов-Ярославский,Акад. пед. наук СССР,1929,Ярославск. станция защиты растений от вредителей. Ростовское бюро юных натуралистов,8,5000,0.5,NA
1918-1931,7823,NOAUTHOR,NA,ПРОГРАММЫ СЕЛЬСКОХОЗЯЙСТВ,РАБОТ ШКОЛ И ПИОНЕРСКИХ ОТРЯДОВ НА ОСЕННЕ-ЗИМНИЙ СЕЗОН,Сост. Ь. Б. Солдатовой.,NA,Ростов-Дон,Акад. пед. наук СССР,1929,NA,31,6000,NA,NA
1918-1931,7825,NOAUTHOR,NA,ПРОЕКТ НА ОБСУЖДЕНИЕ,Контрольные цифры пятилетнего плана участия детей в соцстроительстве,NA,NA,Тула,изд. окрбюро ДКО и окроно,1930,NA,30,2000,NA,NA
1918-1931,7826,NOAUTHOR,NA,ПРОКАЗНИКИ,Гаюказы малышам,NA,NA,М.,И. Д. Сытин,1923,NA,18,15000,NA,NA
1918-1931,7828,NOAUTHOR,NA,ПРОКАСЫ РЕЙН-КЕ-ЛИСА,По-Гете,Обраб. А. Федорова-Давыдова. Рис. A.  Комарова.,NA,М.,Светлячок,1921,NA,52,NA,NA,NA
1918-1931,7829,"Прокофьева, С.; Канторович, Р.; Торговец, Д.",ПрокофьеваСЛ,Дети-школьники о Ленине,Сборник под ред. Р. Орловой,NA,NA,М.,Гиз,1924,NA,79,5000,0.35,NA
1918-1931,7829,"Прокофьева, С.; Канторович, Р.; Торговец, Д.",КанторовичР,Дети-школьники о Ленине,Сборник под ред. Р. Орловой,NA,NA,М.,Гиз,1924,NA,79,5000,0.35,NA
1918-1931,7829,"Прокофьева, С.; Канторович, Р.; Торговец, Д.",ТорговецД,Дети-школьники о Ленине,Сборник под ред. Р. Орловой,NA,NA,М.,Гиз,1924,NA,79,5000,0.35,NA
1918-1931,7830,NOAUTHOR,NA,ПРОЛЕТАРСКОМУ РЕБЕНКУ,Сборник,NA,NA,Харьков,Украинский работник,1926,NA,48,10000,0.25,NA
1918-1931,7834,"Промптов, А. Н.",ПромптовАН,Невидимки,Мимикрия у животных,Рис. Формозова.,NA,М.,Крестьянская газета,1931,Библиотека «Дружные ребята»,59,30000,0.12,NA
1918-1931,7835,"Промптов, А. Н.",ПромптовАН,Определитель птиц в природе,NA,Вып. 1-й.,NA,Л.,Научное кн-во,1929,Библиотека журн. «В мастерской природы». Изучай природу,127,5000,1.2,NA
1918-1931,7836,"Промптов, А. Н.",ПромптовАН,Сезонные наблюдения над птицами в природе,Руководство к самостоятельной работе . в течение года,NA,NA,М.; Л.,Огиз—Молодая гвардия,1930,Библиотека журн «Юный натуралист». Практика с.-х. и юннатской работы,119,10000,0.5,NA
1918-1931,7837,"Промптов, А. Н.",ПромптовАН,Тарарашкина жизнь,NA,Рис. А. Формозова.,NA,М.,Крестьянская газета,1930,Библиотека «Дружные ребята»,80,60000,0.15,NA
1918-1931,7840,NOAUTHOR,NA,"ПРО НАШУ ЖИЗНЬ, да про что слыхали написали сами читатели «Дружных ребят»",NA,Рис. Чернышева.,NA,М.,Крестьянская газета,1929,Библиотека «Дружные ребята»,45,30000,0.15,NA
1918-1931,7850,NOAUTHOR,NA,ПРОТИВ РЕЛИГИИ ЗА ПЯТИЛЕТКУ,Книга написана и оформлена 1-й сквозной ударной бригадой детского сектора изд-ва «Молодая гвардия»,NA,NA,М.,Огиз—Молодая гвардия,1931,NA,16,50000,0.22,NA
1918-1931,7854,"Прохватилов, А. И.",ПрохватиловАИ,Мы растем,О первой всесоюзной конференции юных пионеров,NA,NA,М.; Л.,Огиз—Молодая гвардия,1929,Библиотека пионерского слета. Серия «По следам слета»,48,25100,0.1,NA
1918-1931,7855,"Прохватилов, А.; Андреев, М.",ПрохватиловАИ,На практической работе,Сборник опыта работы юных пионеров Нижневолжск. края,NA,NA,Москва; Саратов,Огиз—Молодая гвардия,1929,NA,71,5000,0.25,NA
1918-1931,7857,"Прус, Б.",ПрусБ,Шарманка,NA,NA,NA,М.,Гиз,1919,Библиотека детского чтения,NA,NA,NA,NA
1918-1931,7862,NOAUTHOR,NA,ПТИЦЫ,Картинки,Изд. 4-е,NA,Л.,Радуга,1927,NA,11,10000,0.2,NA
1918-1931,7863,NOAUTHOR,NA,ПТИЦЫ,Картинки,NA,NA,Симферополь,Крымгиз,1929,NA,11,6000,0.15,NA
1918-1931,7864,NOAUTHOR,NA,ПТИЦЫ,Картинки,NA,NA,Симферополь,Крымгиз,1930,NA,11,5000,0.15,NA
1918-1931,7865,NOAUTHOR,NA,ПТИЦЫ И ПТИЧКИ,NA,NA,NA,Киев,Культура,1928,Посмотри и почитай,12,20000,0.12,NA
1918-1931,7866,NOAUTHOR,NA,ПТИЦЫ И ПТИЧКИ,NA,NA,NA,Киев,Культура,1928,Посмотри и почитай,17,80000,0.12,NA
1918-1931,7867,NOAUTHOR,NA,ПТИЧИЙ ДВОР,Картинкис текстом,Рис. С. Боим.,NA,М.,Крестьянская газета,1929,Библиотека «Дружные ребята»,15,50000,0.1,NA
1918-1931,7877,NOAUTHOR,NA,ПУТЕВОДИТЕЛЬ ПО ВЫСТАВКЕ «ДЕТИ СОВЕТСКОГО СОЮЗА»,"Ссст. выставочным к-том. Со вступит, статьей и под ред. В. Смирнова. 15 УШ-15 IX 1929 г",NA,NA,М.; Л.,Гиз,1929,NA,32,10000,NA,NA
1918-1931,7878,"Путерброт, М. З.",ПутербротМЗ,Лицом к лицу,"Пионеры Терек, округа на хлебозаготовках",NA,NA,М.; Л.,Огиз—Молодая гвардия,1930,NA,NA,20000,0.9,NA
1918-1931,7879,"Путиловский, М. П.",ПутиловскийМП,Спартак— вождь восставших рабов,NA,Рис. Томашевского,NA,М.,Крестьянская газета,1929,Библиотека «Дружные ребята»,30,30000,0.1,NA
1918-1931,7881,NOAUTHOR,NA,ПУТЬ ВЕСНЫ,NA,NA,NA,М.,Огиз—Молодая гвардия,1928,Центр. бюро юных натуралистов при Главсоцвосе НКП. В помощь юному натуралисту. Серия 1-я. Весна,4,3000,0.5,NA
1918-1931,7930,NOAUTHOR,NA,ПЯТИЛЕТКУ В 2 ГОДА,Как пионерия участвовала в досрочном выполнении пятилетки,NA,NA,М.; Л.,Огиз—Молодая гвардия,1931,NA,22,10000,0.1,NA
1918-1931,7931,NOAUTHOR,NA,ПЯТЬ ДНЕЙ В КОЛХОЗАХ,Из дневника бригады,NA,NA,М.; Л.,Огиз—Молодая гвардия,1930,Библиотека пионера-активиста. Серия «Жемчужины опыта». Бригада 116-го отряда ЮП Замрайона,16,15100,0.5,NA
1918-1931,7932,NOAUTHOR,NA,РАБОТА ДЕРЕВЕНСКОГО ОТРЯДА,NA,NA,NA,Ростов-Дон,Гиз,1925,"«Слушай, пионер»",31,50000,0.4,NA
1918-1931,7933,NOAUTHOR,NA,РАБОТА ОТРЯДОВ ЮНЫХ ПИОНЕРОВ,Опыт работы отрядив и материалы облоюро ЮП,NA,NA,Свердловск,Акад. пед. наук СССР,1928,Облоюро ЮП при Уралобкоме ВЛКСМ,96,3000,0.2,NA
1918-1931,7934,NOAUTHOR,NA,РАБОТНИЦА ПРЕЖДЕ И ТЕПЕРЬ,NA,NA,NA,Ростов-Дон,Гиз,1925,"«Слушай, пионер»",31,50000,0.4,NA
1918-1931,7935,NOAUTHOR,NA,РАБОЧИЙ ПРАЗДНИК I МАЯ,Листовка Харьковск. губкома юных Спартаков,NA,NA,Харьков,Путь просвещения,1923,NA,8,NA,NA,NA
1918-1931,7938,"Радаков, А. А.",РадаковАА,О злом Пете,Картинки с текстом,NA,NA,П.,Радуга,1923,NA,16,4000,NA,NA
1918-1931,7939,"Радецкий, П. С.",РадецкийПС,Стробоскоп,"Самодельные стробоскопические приборы, их действие и устройство",NA,NA,Л.,Научное кн-во,1928,Библиотека журн. «В мастерской природы». Для умелых рук,54,5000,0.45,NA
1918-1931,7940,"Радецкий, П. С.",РадецкийПС,Стробоскоп,"Самодельные стробоскопические приборы, их действие и устройство",NA,NA,Л.,Научное кн-во,1929,Библиотека журн. «В мастерской природы». Для умелых рук,54,5000,0.45,NA
1918-1931,7943,"Радин, Е. П.",РадинЕП,"Памятка первой помощи в школе, пионеротряде, на фронте и в тылу",NA,NA,NA,М.,Жизнь и знание,1926,NA,16,10000,0.12,NA
1918-1931,7944,"Радин, Е. П.",РадинЕП,Памятка пионеру по охране своего здоровья,NA,NA,NA,Свердловск,изд. Уралобкома BЛКСМ,1926,NA,16,5000,NA,NA
1918-1931,7945,"Радин, Е. П.",РадинЕП,Памятка юного пионера по охране его здоровья,NA,NA,NA,М.,Огиз—Молодая гвардия,1925,"Пионер, береги свое здоровье",20,10000,0.1,NA
1918-1931,7946,"Радин, Е. П.",РадинЕП,Памятка юного пионера по охране его здоровья,NA,NA,NA,Хабаровск,изд. газ. Дальневосточный путь,1925,Приложение к газете «Знамя пионера»,31,10000,0.1,NA
1918-1931,7947,"Радин, Е. П.",РадинЕП,"Пионер, береги свое здоровье",NA,NA,NA,М.,Жизнь и знание,1925,Библиотека физкультуры и педологии,23,10000,0.1,NA
1918-1931,7948,"Радин, Е. П.",РадинЕП,Физкультура в пионеротряде,Пионерам от Дальневосточн. окр. о-ва Красн. креста,NA,NA,Владивосток,Книжное дело,1925,Библиотека «Знамя пионера»,28,5000,0.15,NA
1918-1931,7950,"Радищев, А.",РадищевА,Игрушки из спичечных коробок,NA,NA,NA,М.; Л.,Гиз,1931,NA,32,10000,0.25,NA
1918-1931,7955,"Раевская, В.",РаевскаяВ,Альбом животных,Л.',NA,NA,М.,Радуга,1926,NA,10,30000,0.2,NA
1918-1931,7956,"Раевская, В.",РаевскаяВ,Паши друзья,Рисунки для раскрашивания,NA,NA,Л.,О-во художников-индивидуалистов,1925,NA,24,4000,NA,NA
1918-1931,7957,"Раевская, В.",РаевскаяВ,Народы,NA,Рис. автора. Серия 1-я.,NA,Л.,изд. автора,1926,NA,14,2400,0.4,NA
1918-1931,7958,"Раевский, А.",РаевскийА,Самодельный аэроплан «Спад»,Как самому построить игрушечный самолет,NA,NA,П.,Академическое изд-во,1923,NA,17,3000,NA,NA
1918-1931,7965,NOAUTHOR,NA,РАЗБИТЫЕ ЦЕПИ,Сборник революционной поэзии,Составил М. Езерский.,NA,Николаев,ГИУ,1924,NA,226,NA,1.2,NA
1918-1931,7966,NOAUTHOR,NA,РАЗВОДИТЕ ШЕЛКОВИЧНЫХ ЧЕРВЕЙ,NA,NA,NA,М.,Огиз—Молодая гвардия,1930,Библиотечка журн. «Юный натуралист»,15,100000,0.3,NA
